work_year,experience_level,employment_type,job_title,salary,employee_residence,remote_ratio,company_location,company_size,work_type
2022,Mid,Full-time,ETL Developer,54957,GR,0,GR,Medium,Onsite
2022,Executive,Full-time,Lead Data Engineer,118187,CA,100,CA,Small,Remote
2022,Senior,Full-time,Data Analyst,132000,US,0,US,Medium,Onsite
2022,Senior,Full-time,Data Architect,208775,US,100,US,Medium,Remote
2022,Senior,Full-time,Data Architect,147800,US,100,US,Medium,Remote
2022,Senior,Full-time,Data Engineer,136994,US,100,US,Medium,Remote
2022,Senior,Full-time,Data Engineer,101570,US,100,US,Medium,Remote
2022,Senior,Full-time,Data Analyst,128875,US,100,US,Medium,Remote
2022,Senior,Full-time,Data Analyst,93700,US,100,US,Medium,Remote
2022,Executive,Full-time,Head of Machine Learning,79039,IN,50,IN,Large,Hybrid
2022,Entry,Full-time,Machine Learning Engineer,37300,GB,100,GB,Large,Remote
2022,Senior,Full-time,Data Analyst,164000,US,0,US,Medium,Onsite
2022,Senior,Full-time,Data Engineer,155000,US,100,US,Medium,Remote
2022,Mid,Full-time,Machine Learning Engineer,124333,GB,0,GB,Medium,Onsite
2022,Mid,Full-time,Machine Learning Engineer,98158,GB,0,GB,Medium,Onsite
2022,Mid,Full-time,AI Scientist,120000,US,0,US,Medium,Onsite
2022,Senior,Full-time,Data Analytics Manager,145000,US,100,US,Medium,Remote
2022,Senior,Full-time,Data Analytics Manager,105400,US,100,US,Medium,Remote
2022,Mid,Full-time,Machine Learning Engineer,87932,FR,100,DE,Medium,Remote
2022,Mid,Full-time,Data Engineer,117789,GB,0,GB,Medium,Onsite
2022,Senior,Full-time,Data Scientist,215300,US,100,US,Large,Remote
2022,Senior,Full-time,Data Scientist,158200,US,100,US,Large,Remote
2022,Senior,Full-time,Data Engineer,209100,US,100,US,Large,Remote
2022,Senior,Full-time,Data Engineer,154600,US,100,US,Large,Remote
2022,Senior,Full-time,Data Analyst,115934,US,0,US,Medium,Onsite
2022,Senior,Full-time,Data Analyst,81666,US,0,US,Medium,Onsite
2022,Senior,Full-time,Data Engineer,175000,US,100,US,Medium,Remote
2022,Mid,Full-time,Data Engineer,98158,GB,0,GB,Medium,Onsite
2022,Senior,Full-time,Data Engineer,183600,US,100,US,Large,Remote
2022,Mid,Full-time,Data Analyst,52351,GB,100,GB,Medium,Remote
2022,Senior,Full-time,Data Scientist,180000,US,100,US,Medium,Remote
2022,Mid,Full-time,Data Scientist,71982,GB,0,GB,Medium,Onsite
2022,Mid,Full-time,Data Scientist,45807,GB,0,GB,Medium,Onsite
2022,Mid,Full-time,Data Engineer,65949,GR,100,GR,Medium,Remote
2022,Mid,Full-time,Data Engineer,49461,GR,100,GR,Medium,Remote
2022,Mid,Full-time,Data Engineer,78526,GB,100,GB,Medium,Remote
2022,Mid,Full-time,Data Engineer,58894,GB,100,GB,Medium,Remote
2022,Senior,Full-time,Data Scientist,260000,US,100,US,Medium,Remote
2022,Senior,Full-time,Data Science Engineer,60000,AR,100,MX,Large,Remote
2022,Mid,Full-time,Data Engineer,63900,US,0,US,Medium,Onsite
2022,Mid,Full-time,Machine Learning Scientist,160000,US,100,US,Large,Remote
2022,Mid,Full-time,Machine Learning Scientist,112300,US,100,US,Large,Remote
2022,Mid,Full-time,Data Science Manager,241000,US,100,US,Medium,Remote
2022,Mid,Full-time,Data Science Manager,159000,US,100,US,Medium,Remote
2022,Senior,Full-time,Data Scientist,180000,US,0,US,Medium,Onsite
2022,Senior,Full-time,Data Scientist,80000,US,0,US,Medium,Onsite
2022,Mid,Full-time,Data Engineer,82900,US,0,US,Medium,Onsite
2022,Senior,Full-time,Data Engineer,100800,US,100,US,Large,Remote
2022,Mid,Full-time,Data Engineer,49461,ES,100,ES,Medium,Remote
2022,Senior,Full-time,Data Scientist,140400,US,0,US,Large,Onsite
2022,Mid,Full-time,Data Analyst,39263,GB,100,GB,Medium,Remote
2022,Mid,Full-time,Data Analyst,43966,ES,100,ES,Medium,Remote
2022,Mid,Full-time,Data Analyst,32974,ES,100,ES,Medium,Remote
2022,Mid,Full-time,Data Engineer,87932,ES,100,ES,Medium,Remote
2022,Mid,Full-time,Data Engineer,76940,ES,100,ES,Medium,Remote
2022,Mid,Full-time,Data Engineer,104702,GB,100,GB,Medium,Remote
2022,Mid,Full-time,Data Engineer,91614,GB,100,GB,Medium,Remote
2022,Mid,Full-time,Data Engineer,65949,ES,100,ES,Medium,Remote
2022,Mid,Full-time,Data Engineer,87932,GR,100,GR,Medium,Remote
2022,Mid,Full-time,Data Analyst,43966,GR,100,GR,Medium,Remote
2022,Mid,Full-time,Data Analyst,32974,GR,100,GR,Medium,Remote
2022,Mid,Full-time,Data Engineer,98158,GB,100,GB,Medium,Remote
2022,Senior,Full-time,Data Scientist,215300,US,0,US,Large,Onsite
2022,Mid,Full-time,Data Engineer,76940,GR,100,GR,Medium,Remote
2022,Senior,Full-time,Data Engineer,180000,US,100,US,Medium,Remote
2022,Entry,Full-time,ML Engineer,21983,PT,100,PT,Large,Remote
2022,Senior,Full-time,Data Engineer,80000,US,100,US,Medium,Remote
2022,Mid,Full-time,Machine Learning Developer,78791,CA,100,CA,Medium,Remote
2022,Executive,Full-time,Director of Data Science,196979,CA,50,CA,Large,Hybrid
2022,Mid,Full-time,Machine Learning Engineer,120000,US,100,US,Small,Remote
2022,Entry,Full-time,Computer Vision Engineer,125000,US,0,US,Medium,Onsite
2022,Mid,Full-time,NLP Engineer,37236,US,50,US,Large,Hybrid
2022,Senior,Full-time,Data Engineer,105000,US,100,US,Medium,Remote
2022,Senior,Full-time,Lead Machine Learning Engineer,87932,DE,0,DE,Medium,Onsite
2022,Mid,Full-time,Business Data Analyst,18442,IN,100,IN,Medium,Remote
2022,Mid,Full-time,Data Scientist,31615,IN,100,IN,Large,Remote
2022,Mid,Full-time,Machine Learning Infrastructure Engineer,58255,PT,50,PT,Large,Hybrid
2022,Entry,Full-time,Financial Data Analyst,100000,US,50,US,Large,Hybrid
2022,Mid,Part-time,Data Engineer,54957,DE,50,DE,Large,Hybrid
2022,Entry,Full-time,Data Scientist,18442,IN,100,IN,Medium,Remote
2022,Senior,Full-time,Principal Data Scientist,162674,DE,100,DE,Medium,Remote
2022,Entry,Full-time,Data Engineer,120000,US,100,US,Medium,Remote
2022,Senior,Full-time,Research Scientist,144000,US,50,US,Large,Hybrid
2022,Senior,Full-time,Data Scientist,104890,US,100,US,Medium,Remote
2022,Senior,Full-time,Data Engineer,100000,US,100,US,Medium,Remote
2022,Senior,Full-time,Data Scientist,140000,US,100,US,Medium,Remote
2022,Mid,Full-time,Data Analyst,135000,US,100,US,Medium,Remote
2022,Mid,Full-time,Data Analyst,50000,US,100,US,Medium,Remote
2022,Senior,Full-time,Data Scientist,220000,US,100,US,Medium,Remote
2022,Mid,Full-time,Data Scientist,183228,GB,0,GB,Medium,Onsite
2022,Mid,Full-time,Data Scientist,91614,GB,0,GB,Medium,Onsite
2022,Senior,Full-time,Data Scientist,185100,US,100,US,Medium,Remote
2022,Senior,Full-time,Machine Learning Engineer,220000,US,100,US,Medium,Remote
2022,Mid,Full-time,Data Scientist,200000,US,100,US,Medium,Remote
2022,Mid,Full-time,Data Scientist,120000,US,100,US,Medium,Remote
2022,Senior,Full-time,Machine Learning Engineer,120000,AE,100,AE,Small,Remote
2022,Senior,Full-time,Machine Learning Engineer,65000,AE,100,AE,Small,Remote
2022,Executive,Full-time,Data Engineer,324000,US,100,US,Medium,Remote
2022,Executive,Full-time,Data Engineer,216000,US,100,US,Medium,Remote
2022,Senior,Full-time,Data Engineer,210000,US,100,US,Medium,Remote
2022,Senior,Full-time,Machine Learning Engineer,120000,US,100,US,Medium,Remote
2022,Senior,Full-time,Data Scientist,230000,US,100,US,Medium,Remote
2022,Entry,Part-time,Data Scientist,100000,DZ,50,DZ,Medium,Hybrid
2022,Mid,Freelance,Data Scientist,100000,CA,100,US,Medium,Remote
2022,Entry,Contract,Applied Machine Learning Scientist,31875,TN,100,CZ,Medium,Remote
2022,Senior,Full-time,Head of Data,200000,MY,100,US,Medium,Remote
2022,Mid,Full-time,Principal Data Analyst,75000,CA,100,CA,Small,Remote
2022,Mid,Full-time,Data Scientist,35590,PL,100,PL,Large,Remote
2022,Senior,Full-time,Machine Learning Developer,78791,CA,100,CA,Medium,Remote
2022,Senior,Full-time,Data Scientist,100000,BR,100,US,Medium,Remote
2022,Mid,Full-time,Machine Learning Scientist,153000,US,50,US,Medium,Hybrid
2022,Entry,Full-time,Data Engineer,58035,PK,100,DE,Medium,Remote
2022,Senior,Full-time,Data Scientist,165000,US,100,US,Medium,Remote
2022,Senior,Full-time,Research Scientist,93427,FR,50,FR,Large,Hybrid
2022,Entry,Full-time,Data Scientist,52396,CA,100,CA,Large,Remote
2022,Senior,Full-time,Machine Learning Engineer,62651,NL,100,NL,Large,Remote
2022,Mid,Full-time,Head of Data,32974,EE,100,EE,Small,Remote
2022,Entry,Full-time,Data Scientist,40000,JP,100,MY,Large,Remote
2022,Mid,Full-time,Machine Learning Engineer,87425,AU,100,AU,Large,Remote
2022,Senior,Full-time,Data Engineer,115000,US,100,US,Medium,Remote
2022,Entry,Full-time,Data Scientist,86703,AU,50,AU,Medium,Hybrid
2022,Mid,Full-time,Applied Machine Learning Scientist,75000,BO,100,US,Large,Remote
2022,Mid,Full-time,Research Scientist,64849,AT,0,AT,Large,Onsite
2022,Entry,Full-time,Research Scientist,120000,US,100,US,Large,Remote
2022,Mid,Full-time,Applied Data Scientist,157000,US,100,US,Large,Remote
2022,Entry,Full-time,Computer Vision Software Engineer,150000,AU,100,AU,Small,Remote
2022,Mid,Full-time,Business Data Analyst,70912,CA,50,CA,Large,Hybrid
2022,Entry,Full-time,Data Engineer,65000,US,100,US,Small,Remote
2022,Senior,Full-time,Machine Learning Engineer,71444,IE,100,IE,Small,Remote
2022,Entry,Full-time,Data Analytics Engineer,20000,PK,0,PK,Medium,Onsite
2022,Mid,Full-time,Data Scientist,48000,RU,100,US,Small,Remote
2022,Senior,Full-time,Data Science Manager,152500,US,100,US,Medium,Remote
2022,Mid,Full-time,Data Engineer,68147,FR,100,FR,Medium,Remote
2022,Mid,Full-time,Data Scientist,122346,CH,0,CH,Large,Onsite
2022,Senior,Full-time,Applied Data Scientist,380000,US,100,US,Large,Remote
2022,Mid,Full-time,Data Scientist,69336,CA,100,CA,Medium,Remote
2022,Entry,Full-time,Computer Vision Engineer,10000,PT,100,LU,Medium,Remote
2022,Mid,Full-time,Data Analyst,20000,GR,100,GR,Small,Remote
2022,Senior,Full-time,Data Analytics Lead,405000,US,100,US,Large,Remote
2022,Mid,Full-time,Data Scientist,135000,US,100,US,Large,Remote
2022,Senior,Full-time,Applied Data Scientist,177000,US,100,US,Large,Remote
2022,Mid,Full-time,Data Scientist,78000,US,100,US,Medium,Remote
2022,Senior,Full-time,Data Analyst,100000,US,100,US,Medium,Remote
2022,Mid,Full-time,Data Analyst,85000,CA,0,CA,Medium,Onsite
2022,Mid,Full-time,Data Analyst,75000,CA,0,CA,Medium,Onsite
2022,Senior,Full-time,Machine Learning Engineer,214000,US,100,US,Medium,Remote
2022,Senior,Full-time,Machine Learning Engineer,192600,US,100,US,Medium,Remote
2022,Senior,Full-time,Data Architect,266400,US,100,US,Medium,Remote
2022,Senior,Full-time,Data Architect,213120,US,100,US,Medium,Remote
2022,Mid,Full-time,Data Scientist,141300,US,0,US,Medium,Onsite
2022,Mid,Full-time,Data Scientist,102100,US,0,US,Medium,Onsite
2022,Senior,Full-time,Data Analyst,115934,US,100,US,Medium,Remote
2022,Senior,Full-time,Data Analyst,81666,US,100,US,Medium,Remote
2022,Mid,Full-time,Data Engineer,206699,US,0,US,Medium,Onsite
2022,Mid,Full-time,Data Engineer,99100,US,0,US,Medium,Onsite
2022,Senior,Full-time,Data Engineer,130000,US,100,US,Medium,Remote
2022,Senior,Full-time,Data Engineer,110500,US,100,US,Medium,Remote
2022,Senior,Full-time,Data Analyst,99050,US,100,US,Medium,Remote
2022,Senior,Full-time,Data Engineer,160000,US,100,US,Medium,Remote
2022,Senior,Full-time,Data Scientist,205300,US,0,US,Large,Onsite
2022,Senior,Full-time,Data Scientist,176000,US,100,US,Medium,Remote
2022,Senior,Full-time,Data Scientist,144000,US,100,US,Medium,Remote
2022,Senior,Full-time,Data Engineer,200100,US,100,US,Medium,Remote
2022,Senior,Full-time,Data Engineer,145000,US,100,US,Medium,Remote
2022,Senior,Full-time,Data Engineer,70500,US,0,US,Medium,Onsite
2022,Senior,Full-time,Data Scientist,205300,US,0,US,Medium,Onsite
2022,Senior,Full-time,Data Scientist,140400,US,0,US,Medium,Onsite
2022,Senior,Full-time,Analytics Engineer,205300,US,0,US,Medium,Onsite
2022,Senior,Full-time,Analytics Engineer,184700,US,0,US,Medium,Onsite
2022,Senior,Full-time,Data Engineer,175100,US,100,US,Medium,Remote
2022,Senior,Full-time,Data Engineer,140250,US,100,US,Medium,Remote
2022,Senior,Full-time,Data Analyst,116150,US,100,US,Medium,Remote
2022,Senior,Full-time,Data Engineer,54000,US,0,US,Medium,Onsite
2022,Mid,Full-time,Data Analyst,65438,GB,0,GB,Medium,Onsite
2022,Senior,Full-time,Data Analyst,80000,US,100,US,Medium,Remote
2022,Senior,Full-time,Data Scientist,210000,US,100,US,Medium,Remote
2022,Senior,Full-time,Data Analyst,69000,US,100,US,Medium,Remote
2022,Senior,Full-time,Data Analyst,150075,US,100,US,Medium,Remote
2022,Senior,Full-time,Data Engineer,25000,US,100,US,Medium,Remote
2022,Senior,Full-time,Data Analyst,126500,US,100,US,Medium,Remote
2022,Senior,Full-time,Data Analyst,106260,US,100,US,Medium,Remote
2022,Senior,Full-time,Data Engineer,220110,US,100,US,Medium,Remote
2022,Senior,Full-time,Data Engineer,160080,US,100,US,Medium,Remote
2022,Senior,Full-time,Data Analyst,105000,US,100,US,Medium,Remote
2022,Senior,Full-time,Data Analyst,110925,US,100,US,Medium,Remote
2022,Mid,Full-time,Data Analyst,45807,GB,0,GB,Medium,Onsite
2022,Senior,Full-time,Data Analyst,60000,US,100,US,Medium,Remote
2022,Senior,Full-time,Data Architect,192564,US,100,US,Medium,Remote
2022,Senior,Full-time,Data Architect,144854,US,100,US,Medium,Remote
2022,Senior,Full-time,Data Scientist,150000,US,100,US,Medium,Remote
2022,Senior,Full-time,Data Analytics Manager,150260,US,100,US,Medium,Remote
2022,Senior,Full-time,Data Analytics Manager,109280,US,100,US,Medium,Remote
2022,Mid,Full-time,Data Scientist,160000,US,100,US,Medium,Remote
2022,Mid,Full-time,Data Scientist,130000,US,100,US,Medium,Remote
2022,Entry,Full-time,Data Analyst,67000,CA,0,CA,Medium,Onsite
2022,Entry,Full-time,Data Analyst,52000,CA,0,CA,Medium,Onsite
2022,Senior,Full-time,Data Engineer,154000,US,100,US,Medium,Remote
2022,Senior,Full-time,Data Engineer,126000,US,100,US,Medium,Remote
2022,Senior,Full-time,Data Analyst,129000,US,0,US,Medium,Onsite
2022,Senior,Full-time,Data Analyst,150000,US,100,US,Medium,Remote
2022,Mid,Full-time,AI Scientist,200000,IN,100,US,Large,Remote
